time,accel.x,accel.y,accel.z,att.roll,att.roll_sp,alt.baro,bat.voltage,bat.current,throttle,gps.satellites,gps.hdop,armed
0.5400,-0.1894,-0.2236,-9.5838,0.0012,0.0000,-0.2213,23.8001,0.4000,0.0048,4.0000,4.5000,0.0000
0.5500,-0.3300,-0.7874,-9.8836,-0.0003,0.0000,-0.1784,23.8005,0.4000,0.0072,4.0000,4.5000,0.0000
0.5600,-0.2591,-0.3123,-10.3641,-0.0018,0.0000,-0.1710,23.8010,0.4000,0.0096,4.0000,4.5000,0.0000
0.5700,-0.0619,-0.6755,-10.1850,0.0001,0.0000,-0.1635,23.8015,0.4000,0.0072,4.0000,4.5000,0.0000
0.5800,-0.5509,-1.2469,-8.8663,0.0019,0.0000,-0.1560,23.8020,0.4000,0.0048,4.0000,4.5000,0.0000
0.5900,0.6608,0.8803,-8.8835,-0.0008,0.0000,-0.1486,23.8025,0.4000,0.0024,4.0000,4.5000,0.0000
0.6000,-0.1603,1.0943,-8.9778,-0.0034,0.0000,-0.1411,23.8030,0.4000,0.0000,4.0000,4.5000,0.0000
0.6100,-0.0333,0.1767,-7.9248,-0.0028,0.0000,-0.0738,23.8008,0.4000,0.0000,4.0000,4.5000,0.0000
0.6200,0.7153,-0.0908,-7.9067,-0.0022,0.0000,-0.0065,23.7986,0.4000,0.0000,4.0000,4.5000,0.0000
0.6300,-0.7060,0.0047,-11.2363,-0.0012,0.0000,0.0608,23.7964,0.4000,0.0000,4.0000,4.5000,0.0000
0.6400,0.1899,-0.4276,-9.8973,-0.0002,0.0000,0.1281,23.7942,0.4000,0.0000,4.0000,4.5000,0.0000
0.6500,-0.3059,0.2201,-10.7246,0.0010,0.0000,0.1954,23.7920,0.4000,0.0000,4.0000,4.5000,0.0000
0.6600,1.0058,-0.5478,-10.1357,0.0021,0.0000,0.1499,23.7898,0.4000,0.0000,4.0000,4.5000,0.0000
0.6700,-0.0872,-0.8874,-9.9057,0.0006,0.0000,0.1044,23.7876,0.4000,0.0000,4.0000,4.5000,0.0000
0.6800,-1.4957,-0.4553,-10.7435,-0.0009,0.0000,0.0589,23.7853,0.4000,0.0000,4.0000,4.5000,0.0000
0.6900,-0.7521,-0.0943,-10.4403,-0.0006,0.0000,0.0134,23.7831,0.4000,0.0021,4.0000,4.5000,0.0000
0.7000,-0.7478,-0.8792,-9.1129,-0.0004,0.0000,-0.0321,23.7809,0.4000,0.0042,4.0000,4.5000,0.0000
0.7100,0.5767,0.4537,-9.8996,0.0018,0.0000,-0.0022,23.7795,0.4000,0.0062,4.0000,4.5000,0.0000
0.7200,0.5711,0.5859,-9.3228,0.0040,0.0000,0.0276,23.7781,0.4000,0.0083,4.0000,4.5000,0.0000
0.7300,-0.5504,-0.0998,-9.9039,0.0030,0.0000,0.0575,23.7766,0.4000,0.0062,4.0000,4.5000,0.0000
0.7400,-0.0824,1.1342,-10.0017,0.0020,0.0000,0.0873,23.7752,0.4000,0.0042,4.0000,4.5000,0.0000
0.7500,-0.1205,-0.3551,-9.3814,0.0010,0.0000,0.1172,23.7738,0.4000,0.0021,4.0000,4.5000,0.0000
0.7600,0.5721,0.6150,-9.0446,-0.0001,0.0000,0.1439,23.7723,0.4000,0.0000,4.0000,4.5000,0.0000
0.7700,0.2535,0.8783,-9.7190,-0.0008,0.0000,0.1706,23.7709,0.4000,0.0000,4.0000,4.5000,0.0000
0.7800,1.2305,0.0065,-10.2585,-0.0016,0.0000,0.1974,23.7695,0.4000,0.0000,4.0000,4.5000,0.0000
0.7900,0.2680,-0.0910,-10.1438,-0.0017,0.0000,0.2241,23.7680,0.4000,0.0000,4.0000,4.5000,0.0000
0.8000,0.9355,-0.6226,-9.3362,-0.0018,0.0000,0.2508,23.7666,0.4000,0.0000,4.0000,4.5000,0.0000
0.8100,-0.0886,-0.5005,-9.4421,-0.0015,0.0000,0.1853,23.7656,0.4000,0.0000,4.0000,4.5000,0.0000
0.8200,-0.9244,0.1724,-9.5344,-0.0013,0.0000,0.1197,23.7646,0.4000,0.0000,4.0000,4.5000,0.0000
0.8300,-1.0529,-1.3315,-9.3065,-0.0018,0.0000,0.0541,23.7636,0.4000,0.0000,4.0000,4.5000,0.0000
0.8400,0.1709,-0.5934,-8.4203,-0.0023,0.0000,-0.0115,23.7627,0.4000,0.0000,4.0000,4.5000,0.0000
0.8500,-0.1860,0.3561,-9.0901,-0.0007,0.0000,-0.0770,23.7617,0.4000,0.0007,4.0000,4.5000,0.0000
0.8600,-1.1170,0.8697,-9.5867,0.0010,0.0000,-0.1584,23.7607,0.4000,0.0014,4.0000,4.5000,0.0000
0.8700,0.2792,0.4315,-10.5617,0.0013,0.0000,-0.2398,23.7597,0.4000,0.0021,4.0000,4.5000,0.0000
0.8800,-0.2776,1.2453,-8.8486,0.0016,0.0000,-0.3212,23.7587,0.4000,0.0028,4.0000,4.5000,0.0000
0.8900,0.8383,-0.1128,-9.0138,0.0019,0.0000,-0.4026,23.7577,0.4000,0.0025,4.0000,4.5000,0.0000
0.9000,-0.1065,-0.3329,-10.7906,0.0022,0.0000,-0.4840,23.7567,0.4000,0.0022,4.0000,4.5000,0.0000
0.9100,-0.7367,-0.7378,-9.6974,-0.0003,0.0000,-0.4273,23.7536,0.4000,0.0018,4.0000,4.5000,0.0000
0.9200,0.6587,0.5666,-10.4808,-0.0028,0.0000,-0.3706,23.7506,0.4000,0.0015,4.0000,4.5000,0.0000
0.9300,-0.4229,0.9552,-10.5723,-0.0015,0.0000,-0.3139,23.7475,0.4000,0.0011,4.0000,4.5000,0.0000
0.9400,-0.0303,-0.9329,-8.9377,-0.0002,0.0000,-0.2572,23.7444,0.4000,0.0008,4.0000,4.5000,0.0000
0.9500,0.3130,-0.1823,-11.2870,-0.0009,0.0000,-0.2004,23.7413,0.4000,0.0004,4.0000,4.5000,0.0000
0.9600,-0.0226,-0.4437,-9.2747,-0.0016,0.0000,-0.1420,23.7383,0.4000,0.0000,4.0000,4.5000,0.0000
0.9700,-0.4443,-0.3484,-9.9465,0.0020,0.0000,-0.0835,23.7352,0.4000,0.0000,4.0000,4.5000,0.0000
0.9800,-0.0276,0.6812,-8.3368,0.0056,0.0000,-0.0250,23.7321,0.4000,0.0000,4.0000,4.5000,0.0000
0.9900,0.8096,1.0279,-10.6033,0.0044,0.0000,0.0335,23.7290,0.4000,0.0000,4.0000,4.5000,0.0000
1.0000,-0.5178,-0.1082,-9.4970,0.0031,0.0000,0.0920,23.7260,0.4000,0.0000,4.0000,4.5000,0.0000
1.0100,0.2613,-0.3258,-9.4512,-0.0007,0.0000,0.1144,23.7261,0.4000,0.0007,4.0000,4.5000,0.0000
1.0200,0.3120,0.6198,-9.7969,-0.0046,0.0000,0.1369,23.7262,0.4000,0.0014,4.0000,4.5000,0.0000
1.0300,0.4482,0.4364,-10.2724,-0.0007,0.0000,0.1593,23.7263,0.4000,0.0021,4.0000,4.5000,0.0000
1.0400,0.2542,-0.4593,-10.0076,0.0033,0.0000,0.1818,23.7263,0.4000,0.0028,4.0000,4.5000,0.0000
1.0500,0.4494,0.3030,-10.9362,0.0029,0.0000,0.2042,23.7264,0.4000,0.0021,4.0000,4.5000,0.0000
1.0600,-0.0219,-0.2437,-10.8314,0.0025,0.0000,0.0662,23.7265,0.4000,0.0014,4.0000,4.5000,0.0000
1.0700,-0.0906,-0.5390,-10.6870,0.0016,0.0000,-0.0719,23.7266,0.4000,0.0007,4.0000,4.5000,0.0000
1.0800,0.0969,-0.2451,-10.1587,0.0007,0.0000,-0.2099,23.7267,0.4000,0.0000,4.0000,4.5000,0.0000
1.0900,-1.3896,-0.5092,-9.4445,0.0018,0.0000,-0.3479,23.7268,0.4000,0.0013,4.0000,4.5000,0.0000
1.1000,0.6028,0.4864,-8.8515,0.0028,0.0000,-0.4859,23.7269,0.4000,0.0026,4.0000,4.5000,0.0000
1.1100,0.9271,-0.0780,-10.0007,0.0029,0.0000,-0.3809,23.7235,0.4000,0.0039,4.0000,4.5000,0.0000
1.1200,0.1364,0.2612,-10.0012,0.0030,0.0000,-0.2759,23.7201,0.4000,0.0052,4.0000,4.5000,0.0000
1.1300,-0.4749,-0.3627,-10.2456,0.0015,0.0000,-0.1708,23.7167,0.4000,0.0042,4.0000,4.5000,0.0000
1.1400,-1.0728,0.1816,-9.4252,0.0000,0.0000,-0.0658,23.7133,0.4000,0.0032,4.0000,4.5000,0.0000
1.1500,-0.2067,0.4680,-9.0826,0.0009,0.0000,0.0393,23.7099,0.4000,0.0023,4.0000,4.5000,0.0000
1.1600,-0.0818,1.0332,-9.1088,0.0018,0.0000,0.0575,23.7065,0.4000,0.0013,4.0000,4.5000,0.0000
1.1700,1.4376,0.8401,-10.6083,0.0003,0.0000,0.0756,23.7031,0.4000,0.0017,4.0000,4.5000,0.0000
1.1800,0.7357,0.5626,-10.7170,-0.0012,0.0000,0.0938,23.6997,0.4000,0.0021,4.0000,4.5000,0.0000
1.1900,0.4056,-0.0328,-9.2222,-0.0007,0.0000,0.1119,23.6963,0.4000,0.0025,4.0000,4.5000,0.0000
1.2000,0.3589,-0.4120,-9.3805,-0.0003,0.0000,0.1301,23.6929,0.4000,0.0029,4.0000,4.5000,0.0000
1.2100,-0.3853,0.7630,-11.2588,-0.0000,0.0000,0.0107,23.6942,0.4000,0.0022,4.0000,4.5000,0.0000
1.2200,1.0805,-0.1525,-10.6739,0.0002,0.0000,-0.1087,23.6955,0.4000,0.0015,4.0000,4.5000,0.0000
1.2300,-0.1251,-0.2551,-10.0766,0.0010,0.0000,-0.2282,23.6968,0.4000,0.0007,4.0000,4.5000,0.0000
1.2400,-0.6743,-0.2050,-9.6970,0.0017,0.0000,-0.3476,23.6981,0.4000,0.0000,4.0000,4.5000,0.0000
1.2500,-0.0461,-0.0884,-9.2275,0.0008,0.0000,-0.4670,23.6994,0.4000,0.0013,4.0000,4.5000,0.0000
1.2600,-0.4812,-0.1630,-8.2597,-0.0002,0.0000,-0.2963,23.7007,0.4000,0.0025,4.0000,4.5000,0.0000
1.2700,0.2814,0.4844,-10.7349,-0.0001,0.0000,-0.1256,23.7020,0.4000,0.0038,4.0000,4.5000,0.0000
1.2800,0.7679,0.3073,-10.1393,0.0000,0.0000,0.0452,23.7032,0.4000,0.0050,4.0000,4.5000,0.0000
1.2900,0.2812,0.4936,-8.3123,0.0005,0.0000,0.2159,23.7045,0.4000,0.0051,4.0000,4.5000,0.0000
1.3000,-0.3666,0.6351,-10.9040,0.0011,0.0000,0.3866,23.7058,0.4000,0.0051,4.0000,4.5000,0.0000
1.3100,-0.1135,0.3711,-9.2784,-0.0015,0.0000,0.3429,23.7040,0.4000,0.0052,4.0000,4.5000,0.0000
1.3200,0.8460,-0.4558,-9.9970,-0.0040,0.0000,0.2992,23.7021,0.4000,0.0052,4.0000,4.5000,0.0000
1.3300,0.1434,0.1254,-9.6631,-0.0016,0.0000,0.2555,23.7003,0.4000,0.0039,4.0000,4.5000,0.0000
1.3400,-0.6309,-0.8558,-10.2599,0.0009,0.0000,0.2118,23.6984,0.4000,0.0026,4.0000,4.5000,0.0000
1.3500,-0.2321,-1.2520,-9.7072,0.0017,0.0000,0.1681,23.6966,0.4000,0.0013,4.0000,4.5000,0.0000
1.3600,-0.6576,-0.9987,-10.1574,0.0025,0.0000,0.1940,23.6947,0.4000,0.0000,4.0000,4.5000,0.0000
1.3700,-0.4104,0.7307,-8.7858,0.0026,0.0000,0.2199,23.6929,0.4000,0.0000,4.0000,4.5000,0.0000
1.3800,-0.5302,0.4673,-10.8451,0.0027,0.0000,0.2458,23.6910,0.4000,0.0001,4.0000,4.5000,0.0000
1.3900,0.4166,-1.1725,-9.2634,0.0022,0.0000,0.2717,23.6892,0.4000,0.0001,4.0000,4.5000,0.0000
1.4000,0.3040,-0.7085,-10.4158,0.0018,0.0000,0.2975,23.6873,0.4000,0.0002,4.0000,4.5000,0.0000
1.4100,0.7884,0.4316,-10.8911,-0.0000,0.0000,0.2707,23.6874,0.4000,0.0001,4.0000,4.5000,0.0000
1.4200,0.5175,0.0595,-9.6332,-0.0018,0.0000,0.2439,23.6875,0.4000,0.0001,4.0000,4.5000,0.0000
1.4300,1.6691,-1.1011,-10.1554,-0.0001,0.0000,0.2171,23.6876,0.4000,0.0000,4.0000,4.5000,0.0000
1.4400,1.1098,-0.4931,-8.4878,0.0017,0.0000,0.1902,23.6876,0.4000,0.0000,4.0000,4.5000,0.0000
1.4500,-0.2355,-0.0167,-10.5867,0.0021,0.0000,0.1634,23.6877,0.4000,0.0006,4.0000,4.5000,0.0000
1.4600,-0.1018,-0.5134,-10.1183,0.0025,0.0000,0.1415,23.6878,0.4000,0.0013,4.0000,4.5000,0.0000
1.4700,-0.5267,-1.1225,-9.5362,0.0020,0.0000,0.1196,23.6879,0.4000,0.0019,4.0000,4.5000,0.0000
1.4800,-0.3489,0.7383,-9.0466,0.0014,0.0000,0.0976,23.6879,0.4000,0.0026,4.0000,4.5000,0.0000
1.4900,0.1712,-0.6874,-10.0687,0.0000,0.0000,0.0757,23.6880,0.4000,0.0019,4.0000,4.5000,0.0000
1.5000,0.4076,-0.0582,-9.1890,-0.0014,0.0000,0.0538,23.6881,0.4000,0.0013,4.0000,4.5000,0.0000
1.5100,0.2402,0.4219,-9.9583,-0.0001,0.0000,0.0189,23.6879,0.4000,0.0006,4.0000,4.5000,0.0000
1.5200,-0.2860,-0.3408,-10.3014,0.0012,0.0000,-0.0161,23.6877,0.4000,0.0000,4.0000,4.5000,0.0000
1.5300,0.4600,-0.3265,-9.3171,-0.0002,0.0000,-0.0510,23.6875,0.4000,0.0000,4.0000,4.5000,0.0000
1.5400,1.5296,1.0982,-9.3397,-0.0016,0.0000,-0.0860,23.6873,0.4000,0.0000,4.0000,4.5000,0.0000
1.5500,0.1734,0.1845,-10.1364,-0.0021,0.0000,-0.1209,23.6871,0.4000,0.0000,4.0000,4.5000,0.0000
1.5600,-0.8093,0.8035,-9.9942,-0.0026,0.0000,0.0232,23.6868,0.4000,0.0000,4.0000,4.5000,0.0000
1.5700,-0.6964,0.3997,-8.9517,-0.0002,0.0000,0.1674,23.6866,0.4000,0.0013,4.0000,4.5000,0.0000
1.5800,0.3425,0.3015,-9.5736,0.0022,0.0000,0.3116,23.6864,0.4000,0.0026,4.0000,4.5000,0.0000
1.5900,-0.1257,-0.5162,-8.5120,0.0019,0.0000,0.4557,23.6862,0.4000,0.0040,4.0000,4.5000,0.0000
1.6000,-0.3757,-0.2128,-8.5760,0.0016,0.0000,0.5999,23.6860,0.4000,0.0053,4.0000,4.5000,0.0000
1.6100,0.8099,0.3915,-10.1355,0.0028,0.0000,0.5500,23.6806,0.4000,0.0061,4.0000,4.5000,0.0000
1.6200,1.0768,0.6554,-9.9356,0.0040,0.0000,0.5001,23.6752,0.4000,0.0069,4.0000,4.5000,0.0000
1.6300,-0.9660,-0.0816,-9.4207,0.0039,0.0000,0.4501,23.6697,0.4000,0.0077,4.0000,4.5000,0.0000
1.6400,0.3078,0.0594,-9.9789,0.0038,0.0000,0.4002,23.6643,0.4000,0.0086,4.0000,4.5000,0.0000
1.6500,-0.8417,-0.1328,-7.9335,0.0012,0.0000,0.3503,23.6589,0.4000,0.0075,4.0000,4.5000,0.0000
1.6600,-1.4641,-0.1120,-9.3184,-0.0014,0.0000,0.3096,23.6534,0.4000,0.0065,4.0000,4.5000,0.0000
1.6700,0.4473,-0.0525,-10.1527,-0.0012,0.0000,0.2689,23.6480,0.4000,0.0055,4.0000,4.5000,0.0000
1.6800,0.6006,0.5848,-9.8541,-0.0009,0.0000,0.2281,23.6426,0.4000,0.0045,4.0000,4.5000,0.0000
1.6900,0.8170,-0.0502,-10.7967,0.0016,0.0000,0.1874,23.6371,0.4000,0.0046,4.0000,4.5000,0.0000
1.7000,-0.3062,0.4576,-9.4611,0.0040,0.0000,0.1467,23.6317,0.4000,0.0046,4.0000,4.5000,0.0000
1.7100,0.7536,0.8453,-9.4464,0.0007,0.0000,0.0141,23.6341,0.4000,0.0047,4.0000,4.5000,0.0000
1.7200,1.3939,-0.7600,-9.8060,-0.0026,0.0000,-0.1184,23.6365,0.4000,0.0048,4.0000,4.5000,0.0000
1.7300,-1.1442,-0.4043,-8.8301,-0.0008,0.0000,-0.2510,23.6389,0.4000,0.0036,4.0000,4.5000,0.0000
1.7400,0.7632,-1.4916,-9.0832,0.0010,0.0000,-0.3835,23.6413,0.4000,0.0024,4.0000,4.5000,0.0000
1.7500,-0.6404,-0.0729,-11.2467,-0.0001,0.0000,-0.5161,23.6436,0.4000,0.0012,4.0000,4.5000,0.0000
1.7600,-0.1659,0.4924,-10.7865,-0.0012,0.0000,-0.4224,23.6460,0.4000,0.0000,4.0000,4.5000,0.0000
1.7700,-0.1374,0.1076,-9.7957,-0.0015,0.0000,-0.3287,23.6484,0.4000,0.0034,4.0000,4.5000,0.0000
1.7800,0.0407,-0.9493,-10.1357,-0.0017,0.0000,-0.2350,23.6508,0.4000,0.0067,4.0000,4.5000,0.0000
1.7900,0.7503,0.1658,-10.7449,-0.0008,0.0000,-0.1413,23.6532,0.4000,0.0101,4.0000,4.5000,0.0000
1.8000,0.1013,-0.3925,-10.2910,0.0002,0.0000,-0.0476,23.6556,0.4000,0.0134,4.0000,4.5000,0.0000
1.8100,-0.7406,1.0521,-9.6275,0.0016,0.0000,0.0498,23.6512,0.4000,0.0101,4.6000,4.3102,0.0000
1.8200,0.2358,0.2428,-9.2968,0.0029,0.0000,0.1471,23.6469,0.4000,0.0067,5.2000,4.1203,0.0000
1.8300,-0.5539,-0.2201,-11.4910,0.0015,0.0000,0.2445,23.6425,0.4000,0.0034,5.8000,3.9305,0.0000
1.8400,1.2282,1.0137,-11.1741,0.0002,0.0000,0.3419,23.6381,0.4000,0.0000,6.4000,3.7406,0.0000
1.8500,0.7260,-0.6794,-9.4107,-0.0001,0.0000,0.4393,23.6338,0.4000,0.0020,7.0000,3.5508,0.0000
1.8600,-0.6028,0.0645,-9.5621,-0.0003,0.0000,0.3464,23.6294,0.4000,0.0039,7.6000,3.3609,0.0000
1.8700,0.1596,-1.4459,-10.6893,-0.0012,0.0000,0.2535,23.6250,0.4000,0.0059,8.2000,3.1711,0.0000
1.8800,-0.7776,-0.0852,-8.8749,-0.0021,0.0000,0.1607,23.6207,0.4000,0.0078,8.8000,2.9813,0.0000
1.8900,0.3067,-0.2671,-11.0275,-0.0016,0.0000,0.0678,23.6163,0.4000,0.0076,9.4000,2.7914,0.0000
1.9000,-0.2699,-0.0128,-9.5868,-0.0011,0.0000,-0.0251,23.6119,0.4000,0.0073,10.0000,2.6016,0.0000
1.9100,0.8896,0.5249,-10.0213,-0.0006,0.0000,-0.0582,23.6110,0.4000,0.0070,10.6000,2.4117,0.0000
1.9200,-0.7889,-0.3350,-9.5213,-0.0000,0.0000,-0.0913,23.6101,0.4000,0.0067,11.2000,2.2219,0.0000
1.9300,0.2706,0.7940,-9.2768,-0.0002,0.0000,-0.1243,23.6091,0.4000,0.0053,11.8000,2.0320,0.0000
1.9400,-0.9392,-0.2041,-9.4953,-0.0003,0.0000,-0.1574,23.6082,0.4000,0.0038,12.4000,1.8422,0.0000
1.9500,1.0868,-0.7349,-9.8159,0.0021,0.0000,-0.1905,23.6072,0.4000,0.0023,13.0000,1.6524,0.0000
1.9600,-0.4655,-0.2989,-9.8613,0.0046,0.0000,-0.1074,23.6063,0.4000,0.0008,13.6000,1.4625,0.0000
1.9700,0.2877,-0.4669,-8.3085,0.0018,0.0000,-0.0242,23.6053,0.4000,0.0006,14.2000,1.2727,0.0000
1.9800,-0.6592,0.3236,-10.4066,-0.0010,0.0000,0.0589,23.6044,0.4000,0.0004,14.8000,1.0828,0.0000
1.9900,1.1789,0.5905,-9.6531,0.0009,0.0000,0.1421,23.6034,0.4000,0.0002,15.4000,0.8930,0.0000
2.0000,0.1652,-0.4110,-10.3136,0.0029,0.0000,0.2253,23.6025,0.4000,0.0000,16.0000,0.7031,0.0000
2.0100,-0.1739,-0.9401,-9.3707,0.0001,0.0000,0.1506,23.6028,0.4000,0.0009,16.0000,0.7036,0.0000
2.0200,-0.0789,-0.2291,-10.7062,-0.0027,0.0000,0.0760,23.6032,0.4000,0.0017,16.0000,0.7040,0.0000
